transcript_id,ERR5060645,ERR5060646
transcript:Os10t0399700-00,0,7
transcript:Os05t0138000-01,12,2
transcript:Os04t0680700-02,1,1
transcript:Os04t0680700-01,533,649
transcript:Os02t0634100-00,9,7
transcript:Os01t0757800-01,135,84
transcript:Os11t0246950-00,0,0
transcript:Os01t0757800-03,668,1040
transcript:Os01t0757800-02,654,432
transcript:Os04t0679200-01,243,418
transcript:Os04t0679200-02,170,435
transcript:Os04t0228400-01,12,8
transcript:Os08t0336250-00,0,0
transcript:Os05t0521300-04,2233,2282
transcript:Os06t0217700-01,268,140
transcript:Os06t0168800-01,266,456
transcript:Os06t0168800-02,198,131
transcript:Os05t0350700-02,30,32
transcript:Os05t0350700-01,3380,6547
transcript:Os02t0713700-01,90,283
transcript:Os03t0279400-02,1372,1582
transcript:Os08t0197025-01,23,19
transcript:Os03t0268000-02,230,259
transcript:Os08t0383750-00,15,65
transcript:Os02t0684300-01,290,419
transcript:Os03t0268000-03,34,128
transcript:Os11t0157300-01,344,728
transcript:Os04t0679000-00,7,56
transcript:Os12t0178100-01,1293,1247
transcript:Os05t0521300-02,2,6
transcript:Os03t0282900-02,732,556
transcript:Os03t0282900-01,57,286
transcript:Os07t0156467-00,0,0
transcript:Os02t0685350-00,5,7
transcript:Os09t0480532-00,0,0
transcript:Os05t0395400-00,79,153
transcript:Os06t0682850-00,0,4
transcript:Os07t0238600-00,0,0
transcript:Os02t0195600-02,4664,6266
transcript:Os11t0638900-01,1360,2947
transcript:Os02t0195600-01,496,432
transcript:Os01t0905700-01,3839,5029
transcript:Os01t0114100-01,284,677
transcript:Os11t0148300-01,598,816
transcript:Os05t0207200-00,25,63
transcript:Os03t0796501-00,3508,4957
transcript:Os01t0550250-00,2,2
transcript:Os04t0449500-01,491,992
transcript:Os08t0439900-01,43,57
transcript:Os11t0169200-00,0,0
transcript:Os07t0599100-00,108,132
transcript:ENSRNA049466696-T1,2,8
transcript:Os12t0146500-01,187,344
transcript:Os03t0788200-01,3265,4246
transcript:Os06t0586150-00,60,77
transcript:Os03t0188500-01,1420,5222
transcript:Os02t0602900-01,180,219
transcript:Os02t0482400-01,0,0
transcript:Os05t0135700-02,1858,6649
transcript:Os01t0179500-01,4552,6301
transcript:Os07t0231500-01,1120,1165
transcript:Os07t0539700-01,25,169
transcript:Os03t0307400-01,155,248
transcript:Os05t0128200-02,132,235
transcript:Os05t0128200-01,918,2574
transcript:Os05t0135700-01,43585,76165
transcript:ENSRNA049761428-T1,0,0
transcript:Os03t0600400-01,121,166
transcript:Os06t0117500-00,0,9
transcript:Os09t0358500-00,19,33
transcript:Os02t0600033-00,222,367
transcript:Os01t0956500-01,18,81
transcript:Os03t0132250-00,25,68
transcript:Os06t0273700-01,20,61
transcript:Os05t0336200-00,13,69
transcript:Os09t0452900-01,469,1048
transcript:Os02t0649800-01,581,1765
transcript:Os09t0548600-00,0,9
transcript:Os09t0510000-01,480,996
transcript:Os03t0275450-00,267,316
transcript:Os10t0561900-01,421,622
transcript:Os05t0364700-00,14,14
transcript:Os10t0561900-02,1324,1305
transcript:Os03t0565200-01,835,905
transcript:Os03t0816500-02,116,153
transcript:Os07t0113100-00,0,0
transcript:Os03t0816500-01,156,145
transcript:Os03t0393300-00,0,0
transcript:Os07t0160800-00,0,0
transcript:Os05t0573400-00,4,0
transcript:Os09t0506900-02,277,283
transcript:Os09t0506900-01,474,636
transcript:Os04t0130433-00,2,4
transcript:Os07t0534100-00,75,0
transcript:Os03t0154100-01,139,266
transcript:Os04t0676600-01,111,130
transcript:Os01t0102850-00,84,70
transcript:Os12t0478766-00,0,0
transcript:Os09t0281700-01,538,738
transcript:Os11t0580000-01,34,46
transcript:ENSRNA049468618-T1,0,0
transcript:Os01t0968600-00,1507,1714
transcript:Os03t0176900-01,9,16
transcript:Os06t0708900-01,800,1046
transcript:Os06t0155050-00,0,0
transcript:Os07t0205200-01,1132,981
transcript:Os07t0205200-02,942,1194
transcript:Os11t0154000-00,0,0
transcript:Os09t0244200-01,2,0
transcript:Os01t0783500-01,3959,5003
transcript:Os01t0694050-00,16,24
transcript:Os09t0243000-00,0,2
transcript:Os04t0129600-01,580,512
transcript:Os07t0658000-01,262,513
transcript:Os04t0182225-00,0,5
transcript:Os02t0199666-00,7,24
transcript:Os10t0503800-01,524,735
transcript:Os06t0527300-01,14,40
transcript:Os03t0846200-00,3,0
transcript:Os10t0517400-01,220,254
transcript:Os04t0620200-01,147,295
transcript:Os03t0577350-00,0,3
transcript:Os09t0408900-00,114,408
transcript:Os08t0359200-02,1285,2369
transcript:Os08t0359200-03,1,2
transcript:Os08t0359200-01,138,220
transcript:Os01t0221100-01,701,989
transcript:Os01t0221100-02,54,24
transcript:Os08t0422500-01,82,201
transcript:Os03t0101700-01,619,676
transcript:Os06t0601000-01,589,432
transcript:Os11t0640300-02,187,137
transcript:Os03t0339300-02,0,0
transcript:Os09t0441100-01,0,0
transcript:Os06t0295900-01,129,251
transcript:Os07t0192550-00,0,0
transcript:Os06t0725500-00,0,0
transcript:Os01t0205550-00,5,8
transcript:Os03t0839700-00,50,85
transcript:Os03t0111800-01,1214,1411
transcript:Os02t0102700-01,750,1171
transcript:Os04t0691433-00,0,13
transcript:Os12t0199800-01,4,0
transcript:Os01t0932525-00,0,0
transcript:Os01t0677000-01,6,5
transcript:Os07t0503300-02,0,227
transcript:Os04t0477300-02,0,11
transcript:Os09t0124100-00,0,15
transcript:Os11t0208100-01,23,11
transcript:Os05t0477500-01,144,107
transcript:Os01t0111100-01,128,157
transcript:Os02t0674233-00,0,0
transcript:Os04t0477300-01,200,487
transcript:Os09t0570150-00,3,8
transcript:Os03t0434400-00,54,76
transcript:Os05t0381600-01,256,324
transcript:Os07t0503300-01,0,212
transcript:Os02t0690800-02,1735,1313
transcript:Os02t0690800-01,128,1172
transcript:Os01t0342800-01,33,81
transcript:Os02t0589700-00,11,12
transcript:Os06t0573800-01,13,18
transcript:Os01t0544450-01,287,280
transcript:Os09t0428300-00,85,235
transcript:Os01t0355175-00,0,0
transcript:Os10t0368902-00,103,133
transcript:Os11t0604600-01,544,971
transcript:Os07t0579000-01,52,138
transcript:Os01t0704250-00,7,7
transcript:Os08t0137400-02,0,0
transcript:Os07t0454100-01,637,890
transcript:Os08t0137400-01,5,0
transcript:Os06t0625733-00,0,0
transcript:Os03t0657100-01,350,874
transcript:Os07t0645050-00,36,55
transcript:Os03t0657100-02,13,36
transcript:Os12t0557900-00,0,0
transcript:Os01t0936600-01,940,1523
transcript:Os06t0202300-01,2,9
transcript:Os03t0744700-01,899,1161
transcript:Os08t0405700-01,443,482
transcript:Os02t0122200-00,939,1325
transcript:Os06t0235100-00,0,7
transcript:Os03t0172100-01,2748,5185
transcript:Os04t0463100-01,159,256
transcript:Os02t0520100-01,0,10
transcript:Os01t0827600-01,230,350
transcript:Os03t0736500-01,127,124
transcript:Os07t0584900-01,2263,3982
transcript:Os01t0866800-01,1845,3150
transcript:Os08t0562800-01,89,1105
transcript:Os08t0562800-02,590,10564
transcript:Os12t0219700-01,241,0
transcript:Os09t0509050-00,3,18
transcript:Os07t0606000-01,4,0
transcript:Os01t0136200-01,2673,9857
transcript:ENSRNA049475337-T1,0,0
transcript:Os09t0515400-01,180,216
transcript:Os08t0234000-01,11547,13307
transcript:Os05t0526532-00,0,0
transcript:Os10t0489500-00,42,35
transcript:Os08t0547550-00,0,7
transcript:Os11t0544866-01,11,5
transcript:Os10t0198100-01,219,166
transcript:Os02t0583300-00,0,3
transcript:Os06t0559500-01,3244,1953
transcript:Os12t0111000-01,11,19
transcript:Os01t0373200-00,53,63
transcript:Os08t0472400-00,5,33
transcript:Os11t0191500-00,0,0
transcript:Os10t0351700-01,0,0
transcript:Os02t0111500-01,51,47
transcript:Os03t0292900-01,130,231
transcript:Os10t0438300-00,1126,1116
transcript:Os04t0126600-00,0,2
transcript:Os12t0514100-01,7011,5287
transcript:Os01t0841700-02,44,486
transcript:Os01t0841700-01,17,266
transcript:ENSRNA049475677-T1,2,6
transcript:Os04t0668400-01,2,0
transcript:Os05t0592400-02,143,175
transcript:Os02t0700000-01,2490,3932
transcript:Os11t0517350-00,0,0
transcript:Os01t0904300-01,383,295
transcript:Os03t0391700-01,3118,8064
transcript:Os01t0626200-01,909,1234
transcript:Os12t0441600-00,0,57
transcript:Os05t0389300-01,995,1489
transcript:Os05t0467300-01,1808,3665
transcript:Os08t0561250-00,0,0
transcript:Os03t0814550-00,0,0
transcript:Os05t0550000-00,261,773
transcript:Os06t0723400-00,0,0
transcript:Os05t0562800-02,838,1584
transcript:Os01t0917900-01,12,23
transcript:Os04t0630700-01,34,70
transcript:Os09t0363500-01,4336,6434
transcript:Os05t0297850-01,0,21
transcript:Os12t0109000-00,6,12
transcript:Os08t0461800-02,595,847
transcript:Os05t0377600-00,0,0
transcript:Os01t0172701-00,7,28
transcript:Os08t0461800-01,387,320
transcript:Os05t0550600-02,70,442
transcript:Os07t0106900-01,1749,694
transcript:Os04t0479700-01,813,918
transcript:Os06t0111500-01,4956,9171
transcript:Os07t0546200-01,13,21
transcript:Os07t0120300-00,18,28
transcript:Os04t0501800-00,348,430
transcript:Os05t0498851-00,394,417
transcript:Os04t0432300-00,93,127
transcript:Os04t0581700-01,10,25
transcript:Os03t0133825-00,50,11
transcript:Os12t0640550-01,5,7
transcript:Os07t0633200-02,674,916
transcript:Os07t0633200-01,1433,3009
transcript:Os01t0807800-01,177,230
transcript:Os05t0540800-02,2,1
transcript:Os03t0735400-01,406,436
transcript:Os09t0562200-00,5,0
transcript:Os02t0782800-01,213,204
transcript:Os07t0546000-01,1801,3444
transcript:Os08t0518600-01,9,86
transcript:Os12t0166700-01,236,579
transcript:Os01t0602400-01,290,540
transcript:Os12t0429200-01,2935,6521
transcript:Os08t0228100-01,0,0
transcript:Os08t0170700-00,9,8
transcript:Os04t0132500-01,0,185
transcript:Os04t0132500-02,110,41
transcript:Os03t0306900-02,70,50
transcript:Os03t0306900-01,347,548
transcript:Os10t0208500-01,458,138
transcript:Os10t0208500-03,37,40
transcript:Os04t0447533-00,11,12
transcript:Os08t0310001-01,1252,1369
transcript:Os04t0463000-01,39,142
transcript:Os08t0546800-01,998,2381
transcript:Os07t0640600-00,17,26
transcript:Os02t0268500-00,0,0
transcript:Os02t0328550-00,44,60
transcript:Os06t0546400-01,433,547
transcript:Os03t0441000-01,1246,1534
transcript:Os05t0148000-02,1419,1850
transcript:Os03t0441000-03,21,35
transcript:Os03t0441000-02,14,13
transcript:Os11t0641800-01,0,0
transcript:Os11t0488500-02,61,72
transcript:Os12t0612300-01,71,33
transcript:Os11t0181500-01,1147,1938
transcript:Os04t0612100-01,11,12
transcript:Os04t0306400-01,511,1258
transcript:Os03t0216300-01,48,59
transcript:Os03t0376800-04,1569,3900
transcript:Os03t0376800-05,261,26
transcript:Os04t0153200-00,0,0
transcript:Os04t0585100-01,117,114
transcript:Os03t0286300-01,1829,4886
transcript:Os03t0376800-01,1501,1664
transcript:Os03t0376800-02,1877,1076
transcript:Os03t0376800-03,131,74
transcript:Os07t0499650-00,0,0
transcript:Os06t0560000-01,51,31
transcript:Os06t0560000-02,14,106
transcript:Os01t0898500-01,35592,35689
transcript:Os07t0655900-01,2302,2657
transcript:Os06t0686500-01,284,309
transcript:Os02t0611200-01,47525,65331
transcript:Os02t0172000-00,224,97
transcript:Os02t0611200-03,6585,11496
transcript:Os02t0611200-02,63,45
transcript:Os01t0958100-02,0,0
transcript:Os01t0958100-01,732,663
transcript:Os12t0134000-02,16,21
transcript:Os01t0563700-01,128,124
transcript:Os12t0134000-01,693,1275
transcript:Os06t0167600-01,2788,3857
transcript:Os03t0125000-02,209,288
transcript:Os11t0156700-01,0,17
transcript:Os01t0147800-01,38,53
transcript:Os03t0415750-01,3,0
transcript:Os05t0531200-01,0,0
transcript:Os05t0531200-02,78,82
transcript:Os10t0558650-00,0,0
transcript:Os06t0688100-02,18547,27323
transcript:Os06t0688100-03,394,448
transcript:Os02t0600650-01,16,20
transcript:Os05t0568800-01,38,55
transcript:Os06t0688100-04,188,379
transcript:Os04t0465750-01,0,0
transcript:Os01t0299700-01,0,5
transcript:Os06t0470000-01,681,2402
transcript:Os06t0112400-01,1609,2557
transcript:Os01t0368700-01,0,2
transcript:Os02t0816350-00,0,3
transcript:Os01t0173100-01,1431,1786
transcript:Os04t0428002-01,0,0
transcript:Os06t0184700-00,880,720
transcript:Os05t0531000-01,89,98
transcript:Os02t0104150-00,121,78
transcript:Os03t0808950-00,7,20
transcript:Os01t0124000-01,3,6
transcript:Os12t0110475-01,26,33
transcript:Os02t0461200-01,331,397
transcript:Os08t0517800-00,0,0
transcript:Os07t0115800-00,11,24
transcript:Os04t0292451-00,0,0
transcript:Os06t0700601-00,7,10
transcript:Os04t0550300-01,0,3
transcript:Os02t0508000-01,1196,1550
transcript:Os07t0143000-01,840,982
transcript:Os01t0908200-01,597,596
transcript:Os07t0638400-01,138,197
transcript:Os05t0496500-01,410,718
transcript:Os09t0548200-01,137,310
transcript:Os03t0852800-00,219,278
transcript:Os12t0638600-01,1753,2489
transcript:Os01t0678050-00,2,0
transcript:Os09t0129800-00,0,115
transcript:Os06t0717200-01,189,767
transcript:Os11t0197975-00,4,18
transcript:Os03t0625933-00,42,35
transcript:Os08t0503000-01,250,503
transcript:Os01t0121900-00,4,12
transcript:Os07t0681100-04,5,12
transcript:Os05t0552500-01,11,28
transcript:Os01t0944000-03,497,1297
transcript:Os04t0413000-00,81,62
transcript:Os01t0944000-01,79,46
transcript:Os06t0673300-01,445,709
transcript:Os06t0551800-01,41,32
transcript:Os01t0897100-01,502,529
transcript:Os11t0177301-00,34,45
transcript:Os05t0552500-02,1106,1561
transcript:Os09t0401050-00,0,2
transcript:Os12t0233800-04,1726,1299
transcript:Os08t0421850-00,0,0
transcript:Os01t0873900-00,1426,2132
transcript:Os12t0240900-01,30,206
transcript:Os08t0249300-00,709,837
transcript:Os10t0434300-01,164,366
transcript:Os03t0748500-01,489,621
transcript:Os02t0324300-01,2796,4152
transcript:Os12t0218600-02,3,0
transcript:Os01t0563000-04,153,386
transcript:Os12t0417300-00,26,45
transcript:Os12t0233800-01,393,146
transcript:Os01t0217400-00,9,0
transcript:Os03t0157000-00,0,0
transcript:Os06t0239100-01,9,43
transcript:Os04t0115650-01,0,7
transcript:Os11t0274700-01,20,56
transcript:Os03t0831550-00,2,6
transcript:Os10t0121300-00,0,0
transcript:Os08t0466600-00,8,10
transcript:Os01t0387566-00,92,83
transcript:Os04t0379300-02,24,39
transcript:Os04t0379300-01,953,937
transcript:Os01t0652200-00,8,5
transcript:Os11t0693900-01,79,51
transcript:Os01t0917200-01,838,982
transcript:Os04t0528100-01,520,529
transcript:ENSRNA049475361-T1,0,0
transcript:Os07t0302100-00,0,0
transcript:Os03t0392833-00,1,3
transcript:Os10t0150600-01,28,7
transcript:Os08t0447500-01,866,1112
transcript:Os03t0843150-00,0,7
transcript:ENSRNA049472745-T1,0,0
transcript:Os10t0407500-00,584,872
transcript:Os07t0659300-01,3,3
transcript:Os11t0287100-00,11,10
transcript:Os01t0598600-03,29,438
transcript:Os01t0598600-01,2846,11692
transcript:Os05t0549000-02,4187,5855
transcript:Os05t0549000-01,1329,3280
transcript:Os01t0513700-02,180,316
transcript:Os09t0252800-01,13665,16845
transcript:Os01t0513700-01,386,449
transcript:Os10t0116000-00,367,433
transcript:Os03t0558600-01,6,0
transcript:Os01t0298500-00,0,0
transcript:Os03t0143000-01,573,741
transcript:Os07t0659100-01,426,490
transcript:Os08t0366050-00,16,20
transcript:Os02t0136800-01,60,58
transcript:Os02t0828600-01,0,4
transcript:Os02t0136800-02,577,846
transcript:Os02t0663300-00,518,690
transcript:Os07t0248600-00,0,0
transcript:Os09t0528300-01,1907,2274
transcript:Os01t0318600-00,156,249
transcript:Os08t0269500-01,234,142
transcript:Os04t0360500-01,15,31
transcript:Os01t0710100-00,32,1538
transcript:Os03t0301600-01,26,79
transcript:Os06t0597900-01,918,753
transcript:Os02t0206833-01,5,8
transcript:Os07t0578300-01,1136,504
transcript:Os04t0527900-01,655,1365
transcript:Os11t0482500-01,773,854
transcript:Os05t0526700-01,81,250
transcript:Os03t0120425-00,0,24
transcript:Os03t0208900-01,1225,1256
transcript:Os02t0609400-02,1179,2803
transcript:Os05t0438600-01,332,470
transcript:Os01t0703000-01,0,98
transcript:Os06t0185500-00,0,9
transcript:Os09t0550400-00,20,20
transcript:Os11t0187700-00,0,0
transcript:Os12t0503000-04,19,21
transcript:Os12t0503000-05,89,156
transcript:Os01t0337100-00,0,0
transcript:Os08t0376300-01,34,116
transcript:Os12t0503000-03,0,0
transcript:Os03t0121800-01,3229,4374
transcript:Os11t0109600-00,78,95
transcript:Os02t0771200-02,177,515
transcript:Os11t0241100-00,0,0
transcript:Os02t0771200-01,756,780
transcript:transcript-orf187,1,0
transcript:Os12t0638700-02,65,81
transcript:Os09t0284250-01,8,14
transcript:Os10t0489900-01,266,439
transcript:Os10t0149000-00,0,3
transcript:Os10t0207400-01,366,680
transcript:Os07t0165100-01,248,288
transcript:Os04t0638300-01,69,76
transcript:Os11t0461000-01,98,60
transcript:Os11t0461000-02,4,0
transcript:Os06t0490000-01,431,609
transcript:Os10t0152801-01,0,0
transcript:Os12t0405200-01,703,1028
transcript:Os04t0109500-01,0,19
transcript:Os02t0264800-01,121,77
transcript:Os08t0174800-01,766,1511
transcript:Os03t0181100-02,126,289
transcript:Os03t0181100-01,117,401
transcript:Os08t0174800-02,96,217
transcript:EPlORYSAT000373669,0,0
transcript:Os08t0434150-00,23,18
transcript:Os06t0534200-01,0,0
transcript:ENSRNA049472737-T1,1,1
transcript:Os08t0293200-01,10,14
transcript:Os01t0107801-00,0,0
transcript:Os04t0542900-01,700,1240
transcript:Os12t0108550-00,2,0
transcript:Os03t0225600-01,437,608
transcript:Os10t0358600-01,503,446
transcript:Os10t0199500-01,0,14
transcript:Os07t0520800-01,153,209
transcript:Os03t0179950-00,17,18
transcript:Os08t0162300-01,181,178
transcript:Os11t0212100-00,0,0
transcript:Os01t0590300-01,3,4
transcript:Os12t0447466-00,0,0
transcript:Os04t0131800-00,0,0
transcript:Os12t0479100-00,0,0
transcript:Os03t0294975-00,3,0
transcript:Os11t0114900-01,632,1075
transcript:Os06t0152100-01,10000,14905
transcript:Os06t0649550-00,0,0
transcript:Os06t0492300-01,147,125
transcript:Os03t0140500-02,0,8
transcript:Os07t0105300-01,48,67
transcript:Os03t0140500-01,357,485
transcript:Os06t0647900-01,656,1527
transcript:Os07t0451101-00,0,0
transcript:Os07t0658500-00,26,103
transcript:ENSRNA049466088-T1,0,0
transcript:Os03t0405200-01,253,0
transcript:Os06t0268900-01,9,10
transcript:Os07t0246001-00,0,0
transcript:Os04t0671800-02,12,15
transcript:Os04t0671800-01,5273,6378
transcript:Os03t0371300-00,203,351
transcript:Os06t0711000-01,135,225
transcript:Os04t0358000-01,0,0
transcript:Os05t0499800-01,381,835
transcript:Os05t0499800-02,427,253
transcript:Os04t0665666-01,5,15
transcript:Os11t0147200-00,78,54
transcript:Os07t0633100-05,111,455
transcript:Os07t0633100-04,211,534
transcript:Os07t0633100-03,393,375
transcript:Os02t0531600-01,6,12
transcript:Os07t0633100-01,187,604
transcript:Os06t0313000-00,5,5
transcript:Os06t0704300-01,677,943
transcript:Os11t0546900-01,5000,10405
transcript:Os01t0555100-01,0,0
transcript:Os07t0241600-00,29,37
transcript:Os07t0235200-01,7,2
transcript:Os05t0153901-00,0,0
transcript:Os04t0475200-00,62,32
transcript:Os06t0690100-01,33,83
transcript:Os03t0388000-02,8,7
transcript:Os03t0388000-01,102,76
transcript:Os09t0267701-00,0,11
transcript:Os04t0650300-01,249,556
transcript:Os07t0491600-01,2083,2929
transcript:Os05t0595500-01,853,1059
transcript:Os04t0641400-02,1587,4357
transcript:Os12t0432301-01,3,0
transcript:Os07t0294800-01,405,1025
transcript:Os06t0335900-02,9,13
transcript:Os01t0835083-00,4,11
transcript:Os07t0684100-01,394,675
transcript:Os06t0666600-01,261,269
transcript:Os11t0558900-01,46,132
transcript:Os10t0365200-00,201,211
transcript:Os11t0576400-00,281,122
transcript:Os01t0505700-01,454,484
transcript:Os12t0544600-00,191,319
transcript:Os06t0107600-02,0,0
transcript:Os11t0417266-01,547,656
transcript:Os06t0107600-01,71,110
transcript:Os05t0169700-00,10,29
transcript:Os06t0591050-00,3,5
transcript:Os02t0728850-00,0,0
transcript:Os07t0668500-00,0,15
transcript:Os01t0819400-00,1373,2999
transcript:Os07t0492500-01,11,18
transcript:Os08t0246001-01,1513,1776
transcript:Os06t0355150-00,17,52
transcript:Os01t0967600-01,718,1133
transcript:Os01t0700900-01,12,0
transcript:Os05t0132800-01,114,10
transcript:Os01t0915900-01,0,4
transcript:Os04t0591900-00,0,0
transcript:Os04t0301700-01,327,481
transcript:Os04t0139201-01,0,2
transcript:Os02t0213700-00,0,0
transcript:Os02t0732500-01,874,1209
transcript:Os02t0722400-01,356,558
transcript:Os11t0432400-01,344,537
transcript:Os11t0432400-02,159,111
transcript:Os04t0442000-01,957,1633
transcript:Os10t0195250-01,108,103
transcript:Os12t0489400-01,50,149
transcript:Os06t0523701-00,0,0
transcript:Os10t0156200-00,43,44
transcript:Os05t0501800-01,0,0
transcript:Os06t0575100-01,0,6
transcript:Os12t0500400-00,0,10
transcript:Os05t0488500-01,118,211
transcript:Os01t0809300-01,4445,7349
transcript:Os06t0721600-00,0,0
transcript:Os04t0208450-01,14,14
transcript:Os10t0397200-01,4793,6984
transcript:Os02t0652800-01,149,285
transcript:Os10t0397200-02,240,354
transcript:Os04t0586850-00,0,0
transcript:Os02t0293050-00,0,16
transcript:Os03t0242900-01,921,1366
transcript:Os07t0524000-01,216,511
transcript:Os04t0498101-00,0,0
transcript:Os07t0200500-00,870,1362
transcript:Os09t0440300-03,12,19
transcript:Os09t0440300-02,0,0
transcript:Os02t0636700-01,581,1192
transcript:Os03t0557900-00,1948,790
transcript:Os07t0437500-02,19,89
transcript:Os04t0382200-01,875,1200
transcript:Os03t0797700-02,1368,1931
transcript:Os01t0765600-01,62,49
transcript:Os02t0640100-00,41,90
transcript:Os03t0797700-01,405,444
transcript:Os09t0429000-00,35,66
transcript:Os04t0503200-01,43,62
transcript:ENSRNA049474841-T1,0,0
transcript:Os08t0191700-02,356,429
transcript:Os01t0341000-00,58,49
transcript:Os01t0495900-01,1002,1483
transcript:Os11t0695000-01,0,2
transcript:Os04t0394733-00,0,0
transcript:Os03t0824000-01,200,305
transcript:Os11t0265450-00,8,7
transcript:Os05t0555201-00,0,1
transcript:Os06t0267600-01,1024,1696
transcript:Os03t0432100-01,8889,21155
transcript:Os12t0594000-00,45,44
transcript:Os12t0164300-01,486,648
transcript:Os01t0117900-01,8,5
transcript:Os01t0117900-02,72,76
transcript:Os01t0117900-03,41,56
transcript:Os06t0119900-01,0,18
transcript:Os07t0520400-01,1606,2090
transcript:Os11t0101200-04,1654,2055
transcript:Os04t0361500-00,156,266
transcript:Os05t0534000-01,129,243
transcript:Os11t0101200-01,37,87
transcript:Os09t0499450-00,0,0
transcript:Os11t0101200-03,264,471
transcript:Os11t0101200-02,28,38
transcript:Os08t0494100-02,0,13
transcript:Os06t0309400-00,72,101
transcript:Os01t0137200-00,39,49
transcript:Os08t0225400-01,0,0
transcript:Os01t0935350-00,2,0
transcript:Os03t0132900-01,293,451
transcript:Os01t0531500-01,561,267
transcript:Os01t0531500-02,2711,3502
transcript:Os05t0459700-01,143,268
transcript:Os03t0309200-01,0,0
transcript:Os03t0309200-02,1331,2368
transcript:Os02t0162050-00,8,0
transcript:Os12t0429050-00,0,0
transcript:Os08t0224250-00,3,7
transcript:Os07t0176600-01,0,27
transcript:Os01t0675800-01,157,315
transcript:Os05t0113400-01,8324,7860
transcript:Os08t0442300-01,882,1088
transcript:Os04t0162100-02,67,71
transcript:Os04t0162100-01,3731,4338
transcript:Os05t0362100-01,208,357
transcript:Os02t0621100-01,332,206
transcript:Os10t0492800-01,1199,1576
transcript:Os09t0562700-01,183,408
transcript:Os01t0924933-01,5,0
transcript:Os01t0924933-02,0,0
transcript:Os01t0651100-01,184,191
transcript:Os11t0593100-01,36,23
transcript:Os10t0556100-03,233,641
transcript:Os10t0556100-02,7618,6169
transcript:Os10t0556100-01,446,640
transcript:Os09t0565350-00,7,2
transcript:Os03t0106800-01,0,0
transcript:Os01t0888750-00,6,3
transcript:Os07t0193701-00,40,45
transcript:Os12t0284250-00,0,0
transcript:Os12t0179800-01,935,815
transcript:Os11t0456000-01,130,89
transcript:Os01t0168100-02,200,198
transcript:Os01t0168100-01,6847,7887
transcript:Os01t0864000-01,26,84
transcript:Os12t0152800-01,364,532
transcript:Os08t0559501-00,38,63
transcript:Os03t0217801-01,154,311
transcript:Os05t0430200-03,371,677
transcript:Os05t0430200-02,192,151
transcript:Os10t0536000-02,3715,3830
transcript:Os01t0513400-01,2593,4493
transcript:Os10t0536000-01,105,809
transcript:Os03t0213500-01,1739,2126
transcript:Os03t0718200-01,252,300
transcript:Os10t0131750-00,0,0
transcript:Os06t0196900-01,27,4
transcript:Os06t0196900-02,0,0
transcript:Os06t0196900-03,3755,3333
transcript:ENSRNA049474549-T1,0,0
transcript:Os08t0523850-00,0,0
transcript:Os11t0448400-02,89,137
transcript:Os03t0419100-01,761,1097
transcript:Os04t0625850-00,52,42
transcript:Os05t0437401-00,87,929
transcript:Os09t0456900-01,192,450
transcript:Os02t0169000-01,751,774
transcript:Os09t0512066-00,0,0
transcript:Os07t0618400-01,75,123
transcript:Os07t0210000-01,232,586
transcript:Os08t0389300-00,0,0
transcript:Os01t0312600-00,1,4
transcript:Os07t0210000-02,0,0
transcript:Os05t0275100-01,368,554
transcript:Os07t0672175-00,0,0
transcript:Os05t0147600-01,17,11
transcript:Os07t0541700-01,0,10
transcript:Os03t0819900-01,5776,4868
transcript:ENSRNA049472690-T1,6,3
transcript:Os09t0272200-01,30,30
transcript:Os09t0272200-02,21,18
transcript:Os05t0513900-01,2520,0
transcript:Os03t0303100-01,318,525
transcript:Os07t0575550-00,0,0
transcript:Os02t0179225-00,0,0
transcript:Os02t0730725-00,2,6
transcript:Os10t0572000-00,143,142
transcript:Os02t0506500-03,0,0
transcript:Os02t0506500-02,37,117
transcript:Os02t0506500-01,23,66
transcript:Os05t0433500-00,0,0
transcript:Os07t0511201-00,0,0
transcript:Os02t0506500-04,5876,7027
transcript:Os04t0555500-01,1577,2533
transcript:Os04t0276600-01,217,272
transcript:Os01t0692400-01,0,7
transcript:Os09t0272000-01,982,2323
transcript:Os10t0520900-00,42,98
transcript:Os12t0611250-00,0,0
transcript:Os06t0297500-00,0,0
transcript:Os06t0714500-01,4533,6044
transcript:Os02t0320100-01,214,265
transcript:Os02t0320100-02,170,189
transcript:Os03t0766100-01,612748,701241
transcript:Os10t0162834-01,381,323
transcript:Os01t0559100-02,995,1031
transcript:Os03t0857400-01,1727,2048
transcript:Os01t0559100-01,981,976
transcript:Os01t0123700-00,0,0
transcript:Os04t0648775-00,60,73
transcript:Os04t0519700-01,236,352
transcript:Os11t0104833-00,3,2
transcript:Os10t0328700-01,9,7
transcript:Os09t0553200-01,34826,37557
transcript:Os03t0179900-02,0,0
transcript:Os03t0179900-01,570,914
transcript:Os05t0393850-00,2,0
transcript:Os10t0451900-01,25,111
transcript:Os01t0129500-02,180,473
transcript:Os12t0267800-01,154,344
transcript:Os06t0104900-01,3,11
transcript:Os05t0358101-00,11,27
transcript:Os09t0268500-01,0,0
transcript:Os05t0496100-00,6,14
transcript:Os04t0665000-01,198,283
transcript:Os07t0587400-02,13,13
transcript:Os12t0101000-03,643,922
transcript:Os07t0587400-01,5963,8380
